name,lat,lon,category,price_tier,popularity,photo_url,tags.name,tags.tourism,tags.brand,tags.brand:wikidata,tags.shop,tags.amenity,tags.brand:pa,tags.brand:ur,tags.brand:wikipedia,tags.brand:wikipedia:pa,tags.brand:wikipedia:ur,tags.cuisine,tags.name:pa,tags.name:ur,tags.takeaway,tags.address,tags.bar,tags.ramp,tags.addr:city,tags.addr:street,tags.name:mr,tags.addr:district,tags.addr:postcode,tags.air_conditioning,tags.cinema:3D,tags.deaf:description:en,tags.description,tags.drive_in,tags.lift_gate:type,tags.open_air,tags.opening_hours,tags.operator,tags.payment:cash,tags.payment:credit_cards,tags.payment:debit_cards,tags.payment:online_payment,tags.payment:online_wallet,tags.screen,tags.website,tags.wheelchair,tags.wikimedia_commons,tags.delivery,tags.outdoor_seating,tags.source,tags.addr:country,tags.addr:state,tags.internet_access,tags.microbrewery,tags.phone,tags.smoking,tags.atm,tags.addr:housenumber,tags.internet_access:fee,tags.official_name,tags.official_name:pa,tags.official_name:ur,tags.diet:non-vegetarian,tags.diet:vegetarian,tags.place,tags.wikidata,tags.wikipedia,tags.email,tags.ele,tags.payment:app,tags.alt_name,tags.natural,tags.addr:floor,tags.check_date,tags.level,tags.name:en,tags.wifi,tags.drive_through,tags.addr:housename,tags.alt_name:es,tags.alt_name:mr,tags.alt_name:ur,tags.leisure,tags.name:ar,tags.name:azb,tags.name:be,tags.name:el,tags.name:es,tags.name:fa,tags.name:hi,tags.name:hy,tags.name:ja,tags.name:kn,tags.name:ks,tags.name:ml,tags.name:pnb,tags.name:ps,tags.name:ru,tags.name:sr,tags.name:uk,tags.population,tags.brand:ks,tags.contact:facebook,tags.addr:place,tags.check_date:opening_hours,tags.organic,tags.food,tags.castle_type,tags.historic,tags.diet:gluten_free,tags.diet:halal,tags.diet:kosher,tags.diet:vegan,tags.alt_name:en,tags.alt_name:hi,tags.alt_name:pa,tags.alt_name:pnb,tags.brand:en,tags.brand:hi,tags.brand:pnb,tags.museum,tags.operator:type,tags.branch,tags.addr:suburb,tags.diet:lacto_vegetarian,tags.capacity,tags.contact:phone,tags.contact:website,tags.diet:ovo_vegetarian,tags.fixme,tags.rooms,tags.phone_1,tags.name:gu,tags.indoor:level,tags.website:menu,tags.toilets,tags.addr:unit,tags.delivery:partner,tags.contact:instagram,tags.payment:upi,tags.brand:short,tags.payment:online_booking,tags.addr:full,tags.note,tags.payment:american_express,tags.self_service,tags.payment:google_pay,tags.payment:upi_qr,tags.reservation,tags.contact:email,tags.contact:twitter,tags.contact:youtube,tags.dog,tags.diet:chicken,tags.brewery,tags.addr:source,tags.payment:mastercard,tags.payment:visa,tags.start_date,tags.payment:paytm,tags.payment:electronic_purses,tags.access,tags.fee,tags.garden:type,tags.timing,tags.short_name,tags.short_name:ur,tags.covered,tags.diet:meat,tags.opening_hours:covid19,tags.construction,tags.name:etymology:wikidata,tags.internet_access:ssid,tags.payment:coins,tags.theatre:type,tags.currency:rupee,tags.diet:organic,tags.diet:lactose_free,tags.diet:pescetarian,tags.min_age,tags.addr:neighbourhood,tags.building,tags.indoor_seating,tags.addr:building,tags.currency:INR,tags.payment:net_banking,tags.payment:notes,tags.payment:rupay,tags.payment:contactless,tags.survey:date,tags.addr:locality,tags.highchair,tags.diet:seafood,tags.office,tags.payment:cards,tags.payment:apple_pay,tags.payment:pay_later,tags.full_name,tags.full_name:en,tags.not:brand:wikidata,tags.changing_table,tags.payment:maestro,tags.contact:linkedin,tags.contact:pinterest,tags.fast_food,tags.lgbtq,tags.becknified,tags.providerId,tags.outdoor,tags.wheelchair:ramp,tags.diet:fish,tags.diet:local,tags.established,tags.diet:sugar_free,tags.toilets:access,tags.diet:alcohol_free,tags.toilets:wheelchair,tags.mobile,tags.payment:qr_code,tags.entrance,tags.image,tags.loc_name,tags.fax,tags.layer,tags.area,tags.water,tags.building:levels,tags.height,tags.name:etymology:wikipedia,tags.designation,tags.addr:province,tags.landuse,tags.proposed,tags.barrier,tags.payment:mobikwik,tags.payment:phonepe,tags.surface,tags.building:material,tags.roof:levels,tags.roof:shape,tags.reg_name,tags.payment:mobile_wallet,tags.addr:county,tags.building:material:concrete,tags.nohousenumber,tags.diet:plant-based,tags.stroller,tags.diet:fruitarian,tags.diet:raw,tags.leaf_cycle,tags.leaf_type,tags.stars,tags.postal_code,tags.charge,tags.waterway,tags.location,tags.lit,tags.highway,tags.diet:omnivore,tags.addr:neighborhood,tags.building:levels:underground,tags.type
Thalasso,18.4935842,73.7330552,bar,2,0.5,,Thalasso,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 Degree,18.4938928,73.7323944,bar,2,0.5,,90 Degree,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrong Turn,18.4967082,73.7329944,bar,2,0.5,,Wrong Turn,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Saiba,18.4994465,73.7317651,bar,2,0.5,,New Saiba,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smokey Beach,18.487746,73.7147124,bar,2,0.5,,Smokey Beach,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mix,18.49795,73.7145217,bar,2,0.5,,Mix,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel chul angan,18.4596992,73.8011789,restaurant,2,0.5,,Hotel chul angan,,,,,restaurant,,,,,,maharastrain,,,,,,,Pune,nanded city gate,,,412115,,,,,,,,24/7,,,,,,,,,,,,,,,,,,8552936032,,,41,,,,,,,,,,,,,,,,,,HOTEL CHUL ANGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,18.6365371,73.796503,fast_food,2,0.4,,McDonald's,,McDonald's,Q38076,,fast_food,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,en:McDonald's,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,burger,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnival Cinemas,18.63563,73.7961761,cinema,2,0.4,,Carnival Cinemas,,,,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolls Mainia,18.6358424,73.7963396,fast_food,2,0.4,,Rolls Mainia,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Bazaar,18.6357229,73.7961224,supermarket,2,0.4,,Big Bazaar,,Big Bazaar,Q3631008,supermarket,,,,en:Big Bazaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafe Coffee Day,18.6358269,73.7960547,cafe,2,0.5,,Cafe Coffee Day,,Cafe Coffee Day,Q5017235,,cafe,,,en:Café Coffee Day,,,coffee_shop,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVR,18.6334916,73.8005094,cinema,2,0.4,,PVR,,PVR Cinemas,Q3359908,,cinema,,پی وی آر سنیما,en:PVR Cinemas,,,,,پی وی آر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVR,پی وی آر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC,18.6332585,73.8003519,fast_food,2,0.4,,KFC,,KFC,Q524757,,fast_food,ਕੇਐਫਸੀ,کے ایف سی,en:KFC,ਕੇਐਫਸੀ,کینٹکی فرائیڈ چکن,chicken,ਕੇਐਫਸੀ,کے ایف سی,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentucky Fried Chicken,,,,,KFC,,,,,,کینٹکی فرائیڈ چکن,,,,,,,,केएफसी,,,,,,کے ایف سی,,,,,,,,,,,,,,,,,,Kentucky Fried Chicken,केंटुकी फ्राइड चिकन,ਕੈਂਟੁਕੀ ਫ੍ਰਾਈਡ ਚਿਕਨ,کینٹکی فرائیڈ چکن,KFC,केएफसी,کے ایف سی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Grill,18.6333306,73.8004032,restaurant,2,0.5,,China Grill,,,,,restaurant,,,,,,chinese,,چائنا گرل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bar Stories,18.6332937,73.8004563,bar,3,0.5,,Bar Stories,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbeque Nation,18.6331378,73.8004456,restaurant,2,0.5,,Barbeque Nation,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subway,18.6335482,73.7983289,fast_food,2,0.4,,Subway,,Subway,Q244457,,fast_food,ਸਬਵੇਅ,سب وے,en:Subway (restaurant),,,sandwich,ਸਬਵੇਅ,سب وے,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrap King,18.4310654,73.7693735,restaurant,2,0.5,,Wrap King,,,,,restaurant,,,,,,Fast Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thikana,18.4960042,73.7318903,bar,2,0.5,,Thikana,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpSouth Undri,18.4564763,73.9128604,restaurant,2,0.5,,UpSouth Undri,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise Garden Cafe,18.4575693,73.9126839,cafe,2,0.5,,Sunrise Garden Cafe,,,,,cafe,,,,,,persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Fresh,18.584046,73.9982056,supermarket,2,0.4,,Reliance Fresh,,Reliance Fresh,Q7311014,supermarket,,,,en:Reliance Fresh,,,,,,,,,,Pune,Ivy Estate Road,,,412207,,,,,,,,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,18.6283054,73.7829153,fast_food,2,0.4,,Taco Bell,,Taco Bell,Q752941,,fast_food,,,en:Taco Bell,,,tex-mex,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Over Donuts,18.6285365,73.7828909,fast_food,2,0.4,,Mad Over Donuts,,,,,fast_food,,,,,,donut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC,18.6282861,73.7831145,fast_food,2,0.4,,KFC,,KFC,Q524757,,fast_food,ਕੇਐਫਸੀ,کے ایف سی,en:KFC,ਕੇਐਫਸੀ,کینٹکی فرائیڈ چکن,chicken,ਕੇਐਫਸੀ,کے ایف سی,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentucky Fried Chicken,,,2023-10-29,,KFC,,,,,,کینٹکی فرائیڈ چکن,,,,,,,,केएफसी,,,,,,کے ایف سی,,,,,,,,,,,,,,,,,,Kentucky Fried Chicken,केंटुकी फ्राइड चिकन,ਕੈਂਟੁਕੀ ਫ੍ਰਾਈਡ ਚਿਕਨ,کینٹکی فرائیڈ چکن,KFC,केएफसी,کے ایف سی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burger King,18.628367,73.7833137,fast_food,2,0.4,,Burger King,,Burger King,Q177054,,fast_food,ਬਰਗਰ ਕਿੰਗ,برگر کنگ,en:Burger King,ਬਰਗਰ ਕਿੰਗ,برگر کنگ,burger,ਬਰਗਰ ਕਿੰਗ,برگر کنگ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-29,,,,,,,,,,,,,,,,,,,,,,,,Бургер Кинг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza Hut,18.6287214,73.7828747,restaurant,2,0.5,,Pizza Hut,,Pizza Hut,Q191615,,restaurant,,,en:Pizza Hut,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wowo momos,18.6289718,73.7831064,fast_food,2,0.4,,wowo momos,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOK express,18.6289025,73.7828706,restaurant,2,0.5,,WOK express,,,,,restaurant,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOX,18.6290566,73.7843667,cinema,2,0.4,,INOX,,INOX Leisure,Q5972349,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&S Outlet,18.6284903,73.784326,department_store,2,0.4,,M&S Outlet,,M&S Outlet,Q714491,department_store,,,,en:Marks & Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,18.5814637,73.7362376,fast_food,2,0.4,,McDonald's,,McDonald's,Q38076,,fast_food,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,en:McDonald's,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,burger,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhopdeo Ghat Viewpoint,18.4153987,73.9055864,viewpoint,2,0.6000000000000001,,Bhopdeo Ghat Viewpoint,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGN Xprs,18.7550882,73.8558895,fast_food,2,0.4,,KGN Xprs,,,,,fast_food,,,,,,chicken,,,,,,,chakan,,,,410501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
